GASF_0019,10B01,3
GASF_0019,10B05,3
GASF_0019,10B04,2
GASF_0016,10B01,2
GASF_0017,10B04,4
GASF_0012,08A03,3
GASF_0012,10A02,4
GASF_0012,10A05,3
GASF_0011,10A05,4
GASF_0013,10A03,4
GASF_0018,10B01,3
GASF_0018,10B05,3
GASF_0392,N/A,0
GASF_0026,08B01,2
GASF_0026,08B02,2
GASF_0026,12B01,2
GASF_0024,13G01,4
GASF_0024,13G02,3
GASF_0024,13G03,2
GASF_0025,10A03,4
GASF_0002,01C01,3
GASF_0002,01B02,3
GASF_0006,01C04,4
GASF_0007,01A02,4
GASF_0007,01A03,3
GASF_0008,01C04,4
GASF_0044,CATEGORY,0
GASF_0120,CATEGORY,0
GASF_0137,01B01,3
GASF_0137,07A04,4
GASF_0136,07A04,4
GASF_0138,N/A,0
GASF_0139,N/A,0
GASF_0129,CATEGORY,0
GASF_0132,11B01,4
GASF_0130,07A04,3
GASF_0130,09A04,3
GASF_0130,05B07,3
GASF_0130,05B08,3
GASF_0131,01B01,2
GASF_0131,11B01,3
GASF_0374,11B01,3
GASF_0134,07A03,4
GASF_0124,07A01,4
GASF_0373,N/A,0
GASF_0125,N/A,0
GASF_0127,06C03,3
GASF_0127,06C01,3
GASF_0128,09H02,2
GASF_0128,06C01,2
GASF_0128,04B01,2
GASF_0126,DEFINED,0
GASF_0140,CATEGORY,0
GASF_0162,04C01,4
GASF_0162,04C02,3
GASF_0163,04B01,3
GASF_0163,04B02,3
GASF_0163,04B03,3
GASF_0161,DEFINED,0
GASF_0160,05B01,3
GASF_0160,05C01,3
GASF_0159,05A01,3
GASF_0159,05A02,3
GASF_0159,05C02,2
GASF_0159,05C03,2
GASF_0158,DEFINED,0
GASF_0157,DEFINED,0
GASF_0154,05A01,4
GASF_0154,05A02,4
GASF_0145,05A01,4
GASF_0389,DEFINED,0
GASF_0151,05A02,3
GASF_0151,05A06,3
GASF_0388,DEFINED,0
GASF_0152,06B02,3
GASF_0143,04B01,3
GASF_0143,06A01,3
GASF_0146,04D01,3
GASF_0146,05D01,3
GASF_0148,06D01,3
GASF_0148,06C04,2
GASF_0147,04B01,2
GASF_0147,04B02,2
GASF_0147,06B01,2
GASF_0147,06B02,2
GASF_0149,08A01,2
GASF_0149,08A02,3
GASF_0144,06B02,2
GASF_0144,08B02,2
GASF_0144,08B01,2
GASF_0142,05B08,2
GASF_0164,05C01,3
GASF_0164,05C02,3
GASF_0164,05C03,3
GASF_0164,05C04,3
GASF_0164,04C01,3
GASF_0164,04C02,3
GASF_0165,DEFINED,0
GASF_0166,DEFINED,0
GASF_0150,05A02,2
GASF_0150,05A01,1
GASF_0155,05A01,4
GASF_0390,DEFINED,0
GASF_0156,N/A,0
GASF_0153,05A01,2
GASF_0141,DEFINED,0
GASF_0230,CATEGORY,0
GASF_0231,05B01,3
GASF_0231,06C01,3
GASF_0231,07A01,3
GASF_0231,08F01,3
GASF_0231,09A01,3
GASF_0231,12E01,3
GASF_0237,DEFINED,0
GASF_0233,DEFINED,0
GASF_0239,DEFINED,0
GASF_0236,DEFINED,0
GASF_0238,DEFINED,0
GASF_0240,DEFINED,0
GASF_0232,DEFINED,0
GASF_0230,CATEGORY,0
GASF_0121,04B02,4
GASF_0167,CATEGORY,0
GASF_0223,01C06,4
GASF_0223,05B08,3
GASF_0224,N/A,0
GASF_0225,N/A,0
GASF_0391,05B07,3
GASF_0391,07A04,3
GASF_0391,09A04,3
GASF_0189,DEFINED,0
GASF_0221,04B02,3
GASF_0221,04B03,3
GASF_0221,05B03,3
GASF_0221,09A03,3
GASF_0221,11B01,2
GASF_0192,DEFINED,0
GASF_0193,DEFINED,0
GASF_0194,04B02,4
GASF_0194,05B03,4
GASF_0194,05B05,4
GASF_0194,05B06,4
GASF_0194,07A03,4
GASF_0194,07A05,4
GASF_0194,09A03,4
GASF_0194,09A05,4
GASF_0195,07A03,4
GASF_0195,05B06,4
GASF_0196,DEFINED,0
GASF_0200,DEFINED,0
GASF_0201,DEFINED,0
GASF_0202,07A03,4
GASF_0203,05B03,3
GASF_0203,05B05,3
GASF_0203,07A03,3
GASF_0203,09A03,3
GASF_0204,DEFINED,0
GASF_0205,DEFINED,0
GASF_0206,DEFINED,0
GASF_0207,DEFINED,0
GASF_0208,DEFINED,0
GASF_0209,DEFINED,0
GASF_0210,DEFINED,0
GASF_0211,DEFINED,0
GASF_0212,DEFINED,0
GASF_0213,DEFINED,0
GASF_0214,05B03,4
GASF_0214,05B05,4
GASF_0214,07A03,4
GASF_0217,DEFINED,0
GASF_0381,DEFINED,0
GASF_0215,DEFINED,0
GASF_0382,DEFINED,0
GASF_0380,DEFINED,0
GASF_0379,DEFINED,0
GASF_0378,DEFINED,0
GASF_0216,DEFINED,0
GASF_0219,04B02,2
GASF_0219,05B03,2
GASF_0219,05B05,2
GASF_0219,05B06,2
GASF_0219,05B09,2
GASF_0219,07A05,2
GASF_0218,N/A,0
GASF_0222,05B07,4
GASF_0222,05B08,4
GASF_0222,07A04,4
GASF_0222,09A04,4
GASF_0191,04B02,2
GASF_0191,04B03,2
GASF_0191,05B09,2
GASF_0191,07A05,2
GASF_0191,08C06,2
GASF_0191,09A05,2
GASF_0191,10B01,2
GASF_0190,04B02,2
GASF_0190,04B03,2
GASF_0190,05B09,2
GASF_0190,07A05,2
GASF_0190,08C06,2
GASF_0190,09A05,2
GASF_0190,10B01,2
GASF_0220,04B02,3
GASF_0220,04B03,3
GASF_0220,05B04,3
GASF_0220,05B03,3
GASF_0220,07A03,3
GASF_0220,09A03,3
GASF_0393,N/A,0
GASF_0227,05B09,4
GASF_0228,DEFINED,0
GASF_0229,DEFINED,0
GASF_0188,DEFINED,0
GASF_0187,07A03,4
GASF_0187,09A03,4
GASF_0180,CATEGORY,0
GASF_0181,DEFINED,0
GASF_0182,07A03,2
GASF_0183,07A03,2
GASF_0184,N/A,0
GASF_0185,07A03,3
GASF_0186,07A03,2
GASF_0179,DEFINED,0
GASF_0226,05B01,3
GASF_0176,DEFINED,0
GASF_0178,05B03,3
GASF_0178,05B05,3
GASF_0178,05B06,3
GASF_0178,07A03,3
GASF_0178,09A03,3
GASF_0177,08D10,4
GASF_0168,CATEGORY,0
GASF_0171,DEFINED,0
GASF_0376,07A01,3
GASF_0376,05B02,3
GASF_0172,N/A,0
GASF_0377,N/A,0
GASF_0169,04B01,3
GASF_0169,05B01,3
GASF_0169,06C01,3
GASF_0169,07A01,3
GASF_0170,N/A,0
GASF_0173,CATEGORY,0
GASF_0174,04B02,2
GASF_0175,04B02,3
GASF_0101,CATEGORY,0
GASF_0102,05A04,4
GASF_0102,09D02,2
GASF_0111,07A04,2
GASF_0111,09A03,3
GASF_0110,04A03,2
GASF_0110,05A04,2
GASF_0103,10B03,4
GASF_0104,N/A,0
GASF_0105,04C01,3
GASF_0105,04C02,3
GASF_0105,05C01,3
GASF_0105,09B02,3
GASF_0105,09C01,3
GASF_0105,09H01,3
GASF_0107,N/A,0
GASF_0118,04C01,3
GASF_0118,05C01,3
GASF_0359,CATEGORY,0
GASF_0363,04A03,3
GASF_0363,05A04,3
GASF_0363,05A05,3
GASF_0363,04A04,3
GASF_0362,04C01,3
GASF_0362,04C02,3
GASF_0362,05C01,3
GASF_0362,05C02,3
GASF_0112,DEFINED,0
GASF_0113,09F01,3
GASF_0113,09F02,3
GASF_0114,DEFINED,0
GASF_0115,DEFINED,0
GASF_0116,DEFINED,0
GASF_0109,09F01,2
GASF_0109,09F02,2
GASF_0117,09B05,3
GASF_0119,09B04,4
GASF_0119,09B05,4
GASF_0119,10B03,2
GASF_0108,N/A,0
GASF_0106,09H03,2
GASF_0106,09F01,2
GASF_0106,09C01,2
GASF_0372,09C01,4
GASF_0372,09C02,4
GASF_0372,09D02,2
GASF_0364,CATEGORY,0
GASF_0361,08C01,3
GASF_0361,08C03,3
GASF_0361,08C04,3
GASF_0361,08C05,3
GASF_0361,08C06,3
GASF_0361,08C07,3
GASF_0368,08C06,4
GASF_0360,04A04,3
GASF_0360,05A05,3
GASF_0360,08D04,3
GASF_0360,08D05,3
GASF_0367,11C03,4
GASF_0369,09H02,3
GASF_0369,12D03,3
GASF_0370,DEFINED,0
GASF_0371,DEFINED,0
GASF_0366,11C02,2
GASF_0365,11C01,2
GASF_0066,CATEGORY,0
GASF_0067,CATEGORY,0
GASF_0071,06A02,3
GASF_0071,08A03,3
GASF_0071,08B03,4
GASF_0069,08B03,3
GASF_0069,11A04,3
GASF_0070,11D06,4
GASF_0068,11D06,4
GASF_0072,08B03,3
GASF_0073,N/A,0
GASF_0241,CATEGORY,0
GASF_0265,CATEGORY,0
GASF_0267,08A03,3
GASF_0267,08B01,3
GASF_0267,12A02,3
GASF_0268,06B01,4
GASF_0268,08B01,4
GASF_0268,12B01,4
GASF_0266,N/A,0
GASF_0255,DEFINED,0
GASF_0259,N/A,0
GASF_0260,N/A,0
GASF_0383,08A03,3
GASF_0383,08B01,3
GASF_0383,12A02,3
GASF_0383,05B07,2
GASF_0383,07A04,2
GASF_0383,09A04,2
GASF_0383,12B01,2
GASF_0384,11B01,2
GASF_0385,11B02,2
GASF_0258,04A01,2
GASF_0258,05A02,2
GASF_0258,06C01,2
GASF_0258,08F01,2
GASF_0258,09H01,2
GASF_0258,11A01,2
GASF_0258,11B01,2
GASF_0258,11E01,2
GASF_0258,12E01,2
GASF_0256,N/A,0
GASF_0242,04A03,2
GASF_0242,05A04,2
GASF_0242,08D07,2
GASF_0250,DEFINED,0
GASF_0252,05A01,3
GASF_0252,05B06,3
GASF_0252,08C06,3
GASF_0251,06B01,3
GASF_0251,08B01,3
GASF_0251,10B01,3
GASF_0251,10B05,3
GASF_0251,12B01,3
GASF_0244,N/A,0
GASF_0245,05B06,2
GASF_0245,08C06,2
GASF_0246,N/A,0
GASF_0247,N/A,0
GASF_0248,N/A,0
GASF_0249,N/A,0
GASF_0254,05A01,4
GASF_0254,05B06,3
GASF_0253,07D02,4
GASF_0243,DEFINED,0
GASF_0261,CATEGORY,0
GASF_0264,06C01,3
GASF_0264,08A02,3
GASF_0264,08F01,3
GASF_0264,12E01,3
GASF_0263,N/A,0
GASF_0262,06B02,3
GASF_0262,08B01,3
GASF_0262,11A02,3
GASF_0045,CATEGORY,0
GASF_0053,DEFINED,0
GASF_0058,04A05,3
GASF_0058,05A06,3
GASF_0058,07D01,2
GASF_0058,09E01,3
GASF_0054,07D01,2
GASF_0054,09E01,2
GASF_0059,N/A,0
GASF_0055,04A01,3
GASF_0055,07D01,3
GASF_0055,08D03,3
GASF_0055,08D04,3
GASF_0055,08D05,2
GASF_0055,09E02,3
GASF_0055,11D03,2
GASF_0055,11D04,2
GASF_0055,11D05,2
GASF_0056,DEFINED,0
GASF_0057,DEFINED,0
GASF_0051,04A01,3
GASF_0051,05A02,3
GASF_0060,N/A,0
GASF_0065,04C02,3
GASF_0065,05C02,3
GASF_0065,05C04,3
GASF_0062,06A02,3
GASF_0062,08A03,3
GASF_0063,DEFINED,0
GASF_0064,DEFINED,0
GASF_0052,04A01,2
GASF_0052,05A01,2
GASF_0052,05A02,2
GASF_0052,07D01,2
GASF_0074,CATEGORY,0
GASF_0086,CATEGORY,0
GASF_0088,CATEGORY,0
GASF_0090,08C05,3
GASF_0090,08C06,3
GASF_0092,04D01,3
GASF_0092,05D01,3
GASF_0092,06C03,3
GASF_0092,07D01,3
GASF_0092,09E01,3
GASF_0092,09G01,3
GASF_0092,11A02,3
GASF_0092,12B02,3
GASF_0087,07C01,2
GASF_0087,07C02,2
GASF_0096,01A02,4
GASF_0096,01A03,2
GASF_0095,04D01,4
GASF_0095,05D01,4
GASF_0097,DEFINED,0
GASF_0099,01B02,3
GASF_0099,08H01,3
GASF_0100,04D02,2
GASF_0100,05D02,2
GASF_0098,04D01,3
GASF_0098,05D01,3
GASF_0098,07C01,3
GASF_0098,07C02,3
GASF_0098,08E01,3
GASF_0075,04D01,4
GASF_0075,05D01,4
GASF_0075,07C01,4
GASF_0076,04D02,3
GASF_0076,05D02,3
GASF_0076,07C01,3
GASF_0076,07C02,3
GASF_0076,08G01,2
GASF_0076,08G02,2
GASF_0076,11E04,2
GASF_0076,12E04,2
GASF_0081,04D01,4
GASF_0081,05D01,4
GASF_0077,06C03,2
GASF_0077,11E04,2
GASF_0082,CATEGORY,0
GASF_0085,N/A,0
GASF_0083,04D02,2
GASF_0083,05D02,2
GASF_0084,06B01,3
GASF_0084,12B01,3
GASF_0269,CATEGORY,0
GASF_0357,04C01,4
GASF_0357,05C01,4
GASF_0357,09C01,4
GASF_0270,CATEGORY,0
GASF_0271,09A04,3
GASF_0271,09F01,3
GASF_0271,09H01,3
GASF_0271,09H02,3
GASF_0271,09H03,3
GASF_0274,N/A,0
GASF_0272,09H01,3
GASF_0272,09H02,3
GASF_0272,09H03,4
GASF_0275,11C01,4
GASF_0276,01B02,3
GASF_0273,09H01,4
GASF_0277,04C01,4
GASF_0277,05C01,4
GASF_0277,05C03,4
GASF_0277,12D03,4
GASF_0335,CATEGORY,0
GASF_0342,N/A,0
GASF_0336,CATEGORY,0
GASF_0341,N/A,0
GASF_0339,05B03,2
GASF_0339,05B05,2
GASF_0339,05B06,2
GASF_0339,07A03,2
GASF_0339,09A03,2
GASF_0339,11B01,2
GASF_0337,N/A,0
GASF_0338,04C01,3
GASF_0338,04C02,3
GASF_0338,05C01,3
GASF_0338,05C02,3
GASF_0338,05C03,3
GASF_0338,09B01,3
GASF_0338,09B02,3
GASF_0338,09C01,3
GASF_0338,09F01,3
GASF_0340,04C01,3
GASF_0340,04C02,3
GASF_0340,05C01,3
GASF_0340,05C02,3
GASF_0340,05C03,3
GASF_0340,09B01,3
GASF_0340,09B02,3
GASF_0340,09C01,3
GASF_0340,09F01,3
GASF_0343,04B02,4
GASF_0343,04B03,4
GASF_0344,N/A,0
GASF_0346,N/A,0
GASF_0347,N/A,0
GASF_0345,N/A,0
GASF_0348,N/A,0
GASF_0354,06C02,2
GASF_0354,08F02,2
GASF_0354,10B01,2
GASF_0354,10B05,2
GASF_0354,11E02,2
GASF_0354,04B02,2
GASF_0354,04B03,2
GASF_0349,05B03,2
GASF_0349,05B05,2
GASF_0349,05B06,2
GASF_0349,07A03,2
GASF_0349,09A03,2
GASF_0349,09H02,3
GASF_0349,11B01,2
GASF_0353,07A04,3
GASF_0353,09A04,3
GASF_0352,05B03,2
GASF_0352,05B05,2
GASF_0352,05B06,2
GASF_0352,07A03,2
GASF_0352,09A03,2
GASF_0352,09H02,3
GASF_0352,11B01,2
GASF_0350,N/A,0
GASF_0351,N/A,0
GASF_0356,05B09,3
GASF_0356,07A05,3
GASF_0356,07B01,3
GASF_0356,09A05,2
GASF_0355,06C01,3
GASF_0355,06C03,3
GASF_0027,CATEGORY,0
GASF_0029,DEFINED,0
GASF_0032,05B01,2
GASF_0032,07A01,2
GASF_0032,09A01,2
GASF_0032,13C02,3
GASF_0032,14E02,3
GASF_0030,05B02,2
GASF_0030,06C01,2
GASF_0030,07A02,2
GASF_0030,08F01,2
GASF_0030,09A02,2
GASF_0030,13C02,3
GASF_0030,14E02,3
GASF_0030,11E02,2
GASF_0034,10A02,2
GASF_0034,13C02,3
GASF_0034,14E02,3
GASF_0031,06B01,2
GASF_0031,08B01,2
GASF_0031,12B01,2
GASF_0031,13C02,3
GASF_0031,14E02,3
GASF_0041,01A02,2
GASF_0041,04A02,2
GASF_0041,05A01,2
GASF_0041,05B01,2
GASF_0041,13C02,3
GASF_0041,14E02,3
GASF_0385,CATEGORY,0
GASF_0038,04A04,2
GASF_0038,05A05,2
GASF_0038,05A06,2
GASF_0038,08D04,2
GASF_0038,08D05,2
GASF_0038,12C03,2
GASF_0038,12C04,2
GASF_0038,13C02,3
GASF_0038,14E02,3
GASF_0014,13C02,3
GASF_0014,14E02,3
GASF_0033,08E02,2
GASF_0033,04D02,2
GASF_0033,05D02,2
GASF_0033,13C02,3
GASF_0033,14E02,3
GASF_0042,11A03,2
GASF_0042,13C02,3
GASF_0042,14E02,3
GASF_0028,01A02,2
GASF_0028,08B01,2
GASF_0028,12B01,2
GASF_0028,08A03,2
GASF_0028,08B02,2
GASF_0028,11A01,2
GASF_0028,12A02,2
GASF_0028,13C02,3
GASF_0028,14E02,3
GASF_0035,13C02,3
GASF_0035,14E02,3
GASF_0386,CATEGORY,0
GASF_0036,13C02,3
GASF_0036,14E02,3
GASF_0040,13C02,3
GASF_0040,14E02,3
GASF_0387,CATEGORY,0
GASF_0037,13C02,3
GASF_0037,14E02,3
